Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache
Lätti;3053;5;Rapperswil (BE);310;BE;2599362.524;1209827.2490000017;de
Ruppoldsried;3251;2;Rapperswil (BE);310;BE;2599000.473000001;1215231.875;de
Rapperswil BE;3255;0;Rapperswil (BE);310;BE;2597820.651999999;1212457.8200000003;de
Dieterswil;3256;0;Rapperswil (BE);310;BE;2598966.5430000015;1211576.0599999987;de
Bangerten b. Dieterswil;3256;2;Rapperswil (BE);310;BE;2600685.473000001;1211745.1259999983;de
Seewil;3256;3;Rapperswil (BE);310;BE;2597739.5720000006;1210781.796;de
Schüpfen;3054;0;Schüpfen;311;BE;2595300.4400000013;1209688.3189999983;de
Frieswil;3035;0;Seedorf (BE);312;BE;2588350.2410000004;1204886.2630000003;de
Wiler b. Seedorf;3266;0;Seedorf (BE);312;BE;2590982.903999999;1210841.1950000003;de
Seedorf BE;3267;0;Seedorf (BE);312;BE;2590306.5500000007;1209250.5080000013;de
Lobsigen;3268;0;Seedorf (BE);312;BE;2588973.897999998;1208428.3049999997;de
Aarwangen;4912;0;Aarwangen;321;BE;2625060.8489999995;1232269.8669999987;de
Auswil;4944;0;Auswil;322;BE;2629894.476;1220483.857999999;de
Bannwil;4913;0;Bannwil;323;BE;2622058.6750000007;1231872.7159999982;de
Bleienbach;3368;0;Bleienbach;324;BE;2624183.783;1226005.9789999984;de
Busswil b. Melchnau;4917;2;Busswil bei Melchnau;325;BE;2629509.1259999983;1226199.2140000015;de
Gondiswil;4955;0;Gondiswil;326;BE;2632865.5810000002;1221786.5810000002;de
Langenthal;4900;0;Langenthal;329;BE;2626807.1449999996;1229021.870000001;de
Untersteckholz;4916;0;Langenthal;329;BE;2630920.0709999986;1228305.289999999;de
Obersteckholz;4924;0;Langenthal;329;BE;2628772.835999999;1227688.2309999987;de
Lotzwil;4932;0;Lotzwil;331;BE;2626502.346000001;1226590.6590000018;de
Gutenburg;4932;2;Madiswil;332;BE;2627051.671;1225686.3299999982;de
Madiswil;4934;0;Madiswil;332;BE;2627353.045000002;1224108.0799999982;de
Leimiswil;4935;0;Madiswil;332;BE;2624455.204999998;1222044.511;de
Kleindietwil;4936;0;Madiswil;332;BE;2626735.147999998;1221756.335000001;de
Melchnau;4917;0;Melchnau;333;BE;2631702.6240000017;1225894.2360000014;de
Oeschenbach;4943;0;Oeschenbach;335;BE;2623421.4459999986;1216791.4899999984;de
Reisiswil;4919;0;Reisiswil;336;BE;2630909.8209999986;1223875.989;de
Roggwil BE;4914;0;Roggwil (BE);337;BE;2629003.364;1232180.636;de
Rohrbach;4938;0;Rohrbach;338;BE;2628344.1330000013;1220278.7989999987;de
Rohrbachgraben;4938;2;Rohrbachgraben;339;BE;2627460.2190000005;1218935.8759999983;de
Rütschelen;4933;0;Rütschelen;340;BE;2625204.050999999;1224749.1700000018;de
Schwarzhäusern;4911;0;Schwarzhäusern;341;BE;2625085.6730000004;1233853.1750000007;de
Bützberg;4922;0;Thunstetten;342;BE;2623326.425999999;1229476.3999999985;de
Thunstetten;4922;2;Thunstetten;342;BE;2623890.2069999985;1228147.8949999996;de
Ursenbach;4937;0;Ursenbach;344;BE;2625359.8850000016;1220576.4530000016;de
Wynau;4923;0;Wynau;345;BE;2628372.778000001;1234163.0879999995;de
Bern;3004;0;Bern;351;BE;2601017.9170000013;1203268.9945343854;de
Bern;3005;0;Bern;351;BE;2600860.329;1198700.1531964713;de
Bern;3006;0;Bern;351;BE;2602485.4395000003;1199414.5445742167;de
Bern;3007;0;Bern;351;BE;2599687.529409061;1198678.2489999998;de
Bern;3008;0;Bern;351;BE;2598116.743095278;1199335.272500001;de
Bern;3010;0;Bern;351;BE;2598897.2124357736;1199540.6435000002;de
Bern;3011;0;Bern;351;BE;2600709.9518465437;1199572.7129999995;de
Bern;3012;0;Bern;351;BE;2599040.436999999;1201167.5225712154;de
Bern;3013;0;Bern;351;BE;2600576.0952364225;1200569.8949999996;de
Bern;3014;0;Bern;351;BE;2601505.2720051687;1201236.046;de
Bern;3015;0;Bern;351;BE;2603515.8858782677;1198792.0769999996;de
Bern;3018;0;Bern;351;BE;2596229.026375994;1198089.7774999999;de
Bern;3019;0;Bern;351;BE;2593094.2439668803;1197769.5325000007;de
Bern;3020;0;Bern;351;BE;2591033.1165988934;1198450.1400000006;de
Bern;3027;0;Bern;351;BE;2596071.4589948747;1200498.2440000009;de
Bolligen;3065;0;Bolligen;352;BE;2604386.1449999996;1202664.0029999986;de
Bremgarten b. Bern;3047;0;Bremgarten bei Bern;353;BE;2599673.897999998;1203050.1700000018;de
Herrenschwanden;3037;0;Kirchlindach;354;BE;2598452.890999999;1203017.9770000018;de
Kirchlindach;3038;0;Kirchlindach;354;BE;2598149.289999999;1205400.2459999993;de
Wabern;3084;0;Köniz;355;BE;2600830.272999998;1197499.2360000014;de
Spiegel b. Bern;3095;0;Köniz;355;BE;2599565.9849999994;1197163.4140000008;de
Liebefeld;3097;0;Köniz;355;BE;2598259.7360000014;1197626.046;de
Köniz;3098;0;Köniz;355;BE;2599744.087000001;1197696.1660000011;de
Köniz;3098;0;Köniz;355;BE;2598079.6059999987;1196668.3249999993;de
Schliern b. Köniz;3098;1;Köniz;355;BE;2598285.2639999986;1195348.8559999987;de
Gasel;3144;0;Köniz;355;BE;2597111.6909999996;1194418.7490000017;de
Niederscherli;3145;0;Köniz;355;BE;2595951.1559999995;1192729.493999999;de
Mittelhäusern;3147;0;Köniz;355;BE;2594615.6240000017;1191708.004999999;de
Niederwangen b. Bern;3172;0;Köniz;355;BE;2595297.0760000013;1197198.8409999982;de
Oberwangen b. Bern;3173;0;Köniz;355;BE;2594098.2529999986;1196086.8330000006;de
Thörishaus;3174;0;Köniz;355;BE;2593382.3830000013;1193663.379999999;de
Gümligen;3073;0;Muri bei Bern;356;BE;2605378.8090000004;1198220.0940000005;de
Muri b. Bern;3074;0;Muri bei Bern;356;BE;2603796.399;1197476.0689999983;de
Oberbalm;3096;0;Oberbalm;357;BE;2597407.2760000005;1191316.4910000004;de
Stettlen;3066;0;Stettlen;358;BE;2606390.859000001;1200898.9039999992;de
Boll;3067;0;Vechigen;359;BE;2608295.609000001;1200277.4340000004;de
Utzigen;3068;0;Vechigen;359;BE;2609592.585000001;1201089.875;de
Hinterkappelen;3032;0;Wohlen bei Bern;360;BE;2595344.482999999;1201870.4109999985;de
Wohlen b. Bern;3033;0;Wohlen bei Bern;360;BE;2593686.824000001;1202174.9589999989;de
Murzelen;3034;0;Wohlen bei Bern;360;BE;2590581.2540000007;1203421.3550000004;de
Uettligen;3043;0;Wohlen bei Bern;360;BE;2595972.3680000007;1204025.8550000004;de
Innerberg;3044;2;Wohlen bei Bern;360;BE;2590177.7030000016;1204925.9400000013;de
Säriswil;3049;0;Wohlen bei Bern;360;BE;2592053.719999999;1204530.993999999;de
Zollikofen;3052;0;Zollikofen;361;BE;2601733.408;1204649.4860000014;de
Worblaufen;3048;0;Ittigen;362;BE;2601448.1950000003;1203081.2529999986;de
Ittigen;3063;0;Ittigen;362;BE;2603137.9919999987;1202689.0080000013;de
Ostermundigen;3072;0;Ostermundigen;363;BE;2603683.971999999;1200617.6490000002;de
Biel/Bienne;2502;0;Biel/Bienne;371;BE;2585367.2365000006;1221241.1934583862;de
Biel/Bienne;2503;0;Biel/Bienne;371;BE;2586337.720574505;1220093.9825;de
Biel/Bienne;2504;0;Biel/Bienne;371;BE;2588171.4464999996;1222829.6760310102;de
Biel/Bienne;2505;0;Biel/Bienne;371;BE;2583260.6012076675;1220325.754999999;de
Magglingen/Macolin;2532;0;Evilard;372;BE;2583165.965;1221255.2679999992;fr
Evilard;2533;0;Evilard;372;BE;2584906.7309999987;1222112.9750000015;fr
Arch;3296;0;Arch;381;BE;2599157.9239999987;1223655.0709999986;de
Büetigen;3263;0;Büetigen;382;BE;2592603.8049999997;1217290.5879999995;de
Büren an der Aare;3294;0;Büren an der Aare;383;BE;2595101.9800000004;1220992.6900000013;de
Diessbach b. Büren;3264;0;Diessbach bei Büren;385;BE;2594183.6719999984;1217481.515999999;de
Dotzigen;3293;0;Dotzigen;386;BE;2592775.245000001;1218887.9090000018;de
Lengnau BE;2543;0;Lengnau (BE);387;BE;2594735.8280000016;1225715.993999999;de
Leuzigen;3297;0;Leuzigen;388;BE;2601193.223000001;1224687.6629999988;de
Meienried;3294;2;Meienried;389;BE;2592622.045000002;1220860.375;de
Meinisberg;2554;0;Meinisberg;390;BE;2593203.3940000013;1223423.4560000002;de
Oberwil b. Büren;3298;0;Oberwil bei Büren;391;BE;2597775.8139999993;1219558.9880000018;de
Pieterlen;2542;0;Pieterlen;392;BE;2591634.1099999994;1224802.4699999988;de
Rüti b. Büren;3295;0;Rüti bei Büren;393;BE;2597596.6460000016;1222611.5980000012;de
Wengi b. Büren;3251;0;Wengi;394;BE;2597074.171;1214583.3079999983;de
Aefligen;3426;0;Aefligen;401;BE;2608587.8200000003;1216084.9549999982;de
Alchenstorf;3473;0;Alchenstorf;402;BE;2615228.3489999995;1219502.0009999983;de
Bäriswil BE;3323;0;Bäriswil;403;BE;2607230.4189999998;1207386.9200000018;de
Burgdorf;3400;0;Burgdorf;404;BE;2614133.971999999;1211738.8390000015;de
Ersigen;3423;0;Ersigen;405;BE;2611694.278000001;1216074.6009999998;de
Niederösch;3424;0;Ersigen;405;BE;2613182.7430000007;1218392.9290000014;de
Oberösch;3424;2;Ersigen;405;BE;2612859.0480000004;1217631.0529999994;de
Hasle b. Burgdorf;3415;1;Hasle bei Burgdorf;406;BE;2615805.9189999998;1207286.1389999986;de
Schafhausen im Emmental;3415;2;Hasle bei Burgdorf;406;BE;2616556.3310000002;1204954.7809999995;de
Biembach im Emmental;3419;0;Hasle bei Burgdorf;406;BE;2613504.6829999983;1204695.072999999;de
Heimiswil;3412;0;Heimiswil;407;BE;2616810.7010000013;1212665.9189999998;de
Kaltacker;3413;0;Heimiswil;407;BE;2617997.4109999985;1214000.1739999987;de
Hellsau;3429;3;Hellsau;408;BE;2616165.079999998;1221671.8379999995;de
Hindelbank;3324;0;Hindelbank;409;BE;2607706.370000001;1210086.6330000013;de
Mötschwil;3324;2;Hindelbank;409;BE;2609784.8680000007;1210874.6750000007;de
Höchstetten;3429;2;Höchstetten;410;BE;2614617.2190000005;1221582.2300000004;de
Kernenried;3309;0;Kernenried;411;BE;2608449.642999999;1213204.688000001;de
Kirchberg BE;3422;0;Kirchberg (BE);412;BE;2611143.1130000018;1214762.5560000017;de
Koppigen;3425;0;Koppigen;413;BE;2611904.796;1220260.6660000011;de
Hettiswil b. Hindelbank;3325;0;Krauchthal;414;BE;2608783.5540000014;1208668.9329999983;de
Krauchthal;3326;0;Krauchthal;414;BE;2609876.9750000015;1206445.118999999;de
Lyssach;3421;0;Lyssach;415;BE;2610805.6160000004;1212484.7349999994;de
Oberburg;3414;0;Oberburg;418;BE;2613820.4959999993;1209843.140999999;de
Lyssach;3421;0;Oberburg;418;BE;2611752.75;1210857.813000001;de
Rüdtligen;3422;1;Rüdtligen-Alchenflüh;420;BE;2609960.835000001;1215153.5529999994;de
Alchenflüh;3422;2;Rüdtligen-Alchenflüh;420;BE;2610797.859000001;1214680.5659999996;de
Rumendingen;3472;2;Rumendingen;421;BE;2615240.59;1217228.938000001;de
Rüti b. Lyssach;3421;2;Rüti bei Lyssach;422;BE;2610506.0199999996;1211744.9930000007;de
Willadingen;3425;2;Willadingen;423;BE;2613082.840999998;1221758.7800000012;de
Wynigen;3472;0;Wynigen;424;BE;2617310.454;1217260.3049999997;de
Rüedisbach;3474;0;Wynigen;424;BE;2620043.835000001;1218776.9719999991;de
Corgémont;2606;0;Corgémont;431;BE;2577433.272999998;1227076.3660000004;fr
Mont-Crosin;2610;4;Cormoret;432;BE;2569437.1889999993;1225984.0549999997;fr
Cormoret;2612;0;Cormoret;432;BE;2570847.5249999985;1224731.8150000013;fr
Cortébert;2607;0;Cortébert;433;BE;2574842.278000001;1226791.609000001;fr
Montagne-de-Courtelary;2608;2;Cortébert;433;BE;2575512.1499999985;1224434.265999999;fr
Courtelary;2608;0;Courtelary;434;BE;2571999.2430000007;1225538.1160000004;fr
La Ferrière;2333;0;La Ferrière;435;BE;2558711.925999999;1221262.1909999996;fr
La Cibourg;2333;2;La Ferrière;435;BE;2558367.1344609894;1219506.7565000001;fr
Mont-Tramelan;2723;0;Mont-Tramelan;437;BE;2570812.789999999;1228614.7879999988;fr
Orvin;2534;0;Orvin;438;BE;2583146.6380000003;1223154.9780000001;fr
Les Prés-d'Orvin;2534;2;Orvin;438;BE;2579907.3310000002;1222544.1950000003;fr
Renan BE;2616;0;Renan (BE);441;BE;2561337.403999999;1219699.796;fr
La Cibourg;2616;2;Renan (BE);441;BE;2558613.5209999997;1218735.2128918543;fr
Romont BE;2538;0;Romont (BE);442;BE;2592553.9789999984;1226439.761;fr
St-Imier;2610;0;Saint-Imier;443;BE;2566485.1959999986;1222497.5280000009;fr
Mont-Soleil;2610;2;Saint-Imier;443;BE;2565879.557;1223159.3999999985;fr
Les Pontins;2610;3;Saint-Imier;443;BE;2566472.583999999;1220155.6730000004;fr
Sonceboz-Sombeval;2605;0;Sonceboz-Sombeval;444;BE;2579535.3559999987;1227161.8299999982;fr
Sonvilier;2615;0;Sonvilier;445;BE;2564020.6779999994;1221109.6909999996;fr
Montagne-de-Sonvilier;2615;2;Sonvilier;445;BE;2562680.074000001;1218999.9059999995;fr
Tramelan;2720;0;Tramelan;446;BE;2574138.296;1230301.379999999;fr
Les Reussilles;2722;0;Tramelan;446;BE;2573028.984000001;1230436.2529999986;fr
Villeret;2613;0;Villeret;448;BE;2568043.8440000005;1222917.1499999985;fr
Frinvillier;2535;0;Sauge;449;BE;2586260.715;1224301.7300000004;fr
Plagne;2536;0;Sauge;449;BE;2588538.0650000013;1226393.3110000007;fr
Vauffelin;2537;0;Sauge;449;BE;2589746.912999999;1226238.8170000017;fr
Péry;2603;0;Péry-La Heutte;450;BE;2585671.0599999987;1227128.8999999985;fr
La Heutte;2604;0;Péry-La Heutte;450;BE;2583786.267999999;1226548.609000001;fr
Brüttelen;3237;0;Brüttelen;491;BE;2577859.868999999;1207961.050999999;de
Erlach;3235;0;Erlach;492;BE;2573913.9910000004;1210163.4450000003;de
Finsterhennen;2577;2;Finsterhennen;493;BE;2580214.765999999;1208363.8280000016;de
Gals;3238;0;Gals;494;BE;2570430.2639999986;1208608.2190000005;de
Gampelen;3236;0;Gampelen;495;BE;2571152.3379999995;1207130.5639999993;de
Ins;3232;0;Ins;496;BE;2574395.030000001;1206504.7250000015;de
Lüscherz;2576;0;Lüscherz;497;BE;2578184.7490000017;1210664.7829999998;de
Müntschemier;3225;0;Müntschemier;498;BE;2577445.2859999985;1204744.1149999984;de
Siselen BE;2577;0;Siselen;499;BE;2580970.4990000017;1208947.414999999;de
Treiten;3226;0;Treiten;500;BE;2578883.715999998;1206484.6510000005;de
Tschugg;3233;0;Tschugg;501;BE;2572436.0130000003;1208483.4629999995;de
Vinelz;3234;0;Vinelz;502;BE;2575115.9990000017;1209246.8060000017;de
Bätterkinden;3315;0;Bätterkinden;533;BE;2607717.219999999;1219783.7540000007;de
Kräiligen;3315;1;Bätterkinden;533;BE;2607177.2399999984;1222043.0040000007;de
Deisswil b. Münchenbuchsee;3053;2;Deisswil bei Münchenbuchsee;535;BE;2601141.6350000016;1209589.6160000004;de
Diemerswil;3053;3;Diemerswil;536;BE;2599185.7030000016;1207559.6479999982;de
Etzelkofen;3306;0;Fraubrunnen;538;BE;2603190.414000001;1214829.8090000004;de
Grafenried;3308;0;Fraubrunnen;538;BE;2605778.335000001;1213949.8949999996;de
Zauggenried;3309;2;Fraubrunnen;538;BE;2607770.3900000006;1213579.7639999986;de
Fraubrunnen;3312;0;Fraubrunnen;538;BE;2605942.960000001;1214791.5749999993;de
Büren zum Hof;3313;0;Fraubrunnen;538;BE;2605702.037999999;1216088.9800000004;de
Schalunen;3314;0;Fraubrunnen;538;BE;2606512.9739999995;1217712.506000001;de
Limpach;3317;0;Fraubrunnen;538;BE;2604496.8040000014;1217411.8209999986;de
Mülchi;3317;1;Fraubrunnen;538;BE;2602657.7690000013;1216754.7280000001;de
Jegenstorf;3303;0;Jegenstorf;540;BE;2605195.09;1211024.6660000011;de
Münchringen;3303;2;Jegenstorf;540;BE;2606349.868999999;1210577.2809999995;de
Ballmoos;3303;4;Jegenstorf;540;BE;2602829.4580000006;1209939.9860000014;de
Scheunen;3305;2;Jegenstorf;540;BE;2601219.2349999994;1213232.607999999;de
Iffwil;3305;0;Iffwil;541;BE;2603008.5309999995;1212555.6130000018;de
Mattstetten;3322;1;Mattstetten;543;BE;2605710.973000001;1208768.675999999;de
Moosseedorf;3302;0;Moosseedorf;544;BE;2603313.335999999;1207386.7410000004;de
Münchenbuchsee;3053;0;Münchenbuchsee;546;BE;2600561.390999999;1207851.0890000015;de
Urtenen-Schönbühl;3322;0;Urtenen-Schönbühl;551;BE;2604657.522999998;1208282.197999999;de
Utzenstorf;3427;0;Utzenstorf;552;BE;2609002.835000001;1219542.7309999987;de
Wiggiswil;3053;4;Wiggiswil;553;BE;2602450.140999999;1208919.9230000004;de
Wiler b. Utzenstorf;3428;0;Wiler bei Utzenstorf;554;BE;2608889.6790000014;1222384.4100000001;de
Zielebach;4564;1;Zielebach;556;BE;2610186.3900000006;1223188.3200000003;de
Zuzwil BE;3303;3;Zuzwil (BE);557;BE;2602503.1559999995;1211145.9310000017;de
Adelboden;3715;0;Adelboden;561;BE;2609226.993999999;1149073.204;de
Aeschi b. Spiez;3703;0;Aeschi bei Spiez;562;BE;2619577.7490000017;1167662.9409999996;de
Aeschiried;3703;41;Aeschi bei Spiez;562;BE;2621966.653999999;1166040.6860000007;de
Emdthal;3711;0;Aeschi bei Spiez;562;BE;2618757.574000001;1167106.7600000016;de
Frutigen;3714;0;Frutigen;563;BE;2615640.846000001;1159665.868999999;de
Ried (Frutigen);3724;0;Frutigen;563;BE;2613281.4459999986;1157011.5980000012;de
Achseten;3725;0;Frutigen;563;BE;2612259.3550000004;1152869.8390000015;de
Kandergrund;3716;0;Kandergrund;564;BE;2617208.1460000016;1154952.0029999986;de
Blausee-Mitholz;3717;0;Kandergrund;564;BE;2618164.438000001;1153095.756000001;de
Kandersteg;3718;0;Kandersteg;565;BE;2618124.8249999993;1149288.5370000005;de
Krattigen;3704;0;Krattigen;566;BE;2621592.995000001;1167496.1889999993;de
Mülenen;3711;2;Reichenbach im Kandertal;567;BE;2619477.7190000005;1165233.175999999;de
Reichenbach im Kandertal;3713;0;Reichenbach im Kandertal;567;BE;2619560.9109999985;1163909.8079999983;de
Wengi b. Frutigen;3714;3;Reichenbach im Kandertal;567;BE;2617176.3489999995;1162060.1550000012;de
Scharnachtal;3722;0;Reichenbach im Kandertal;567;BE;2619877.0100000016;1162656.8900000006;de
Kiental;3723;0;Reichenbach im Kandertal;567;BE;2621898.743999999;1159832.6229999997;de
Sundlauenen;3800;5;Beatenberg;571;BE;2627304.8660000004;1170758.2760000005;de
Beatenberg;3803;0;Beatenberg;571;BE;2626934.9250000007;1171703.7159999982;de
Bönigen b. Interlaken;3806;0;Bönigen;572;BE;2635333.4880000018;1170415.7789999992;de
Brienz BE;3855;0;Brienz (BE);573;BE;2644686.7309999987;1178504.4279999994;de
Axalp;3855;1;Brienz (BE);573;BE;2645845.2600000016;1174645.5089999996;de
Brienzwiler;3856;0;Brienzwiler;574;BE;2650453.5650000013;1177875.5810000002;de
Därligen;3707;0;Därligen;575;BE;2628265.289000001;1167886.6180000007;de
Burglauenen;3816;1;Grindelwald;576;BE;2641305.454999998;1165328.7630000003;de
Grindelwald;3818;0;Grindelwald;576;BE;2646504.5879999995;1163902.5179999992;de
Gsteigwiler;3814;0;Gsteigwiler;577;BE;2633223.524;1167159.5749999993;de
Wilderswil;3812;0;Gündlischwand;578;BE;2636181.5500000007;1166906.2170000002;de
Zweilütschinen;3815;0;Gündlischwand;578;BE;2635322.8489999995;1164735.5810000002;de
Gündlischwand;3815;2;Gündlischwand;578;BE;2636231.046;1164887.3740000017;de
Habkern;3804;0;Habkern;579;BE;2632422.914000001;1174967.868999999;de
Hofstetten b. Brienz;3858;0;Hofstetten bei Brienz;580;BE;2648343.364;1178282.9250000007;de
Interlaken;3800;0;Interlaken;581;BE;2632453.9299999997;1170717.8090000004;de
Iseltwald;3807;0;Iseltwald;582;BE;2640230.5199999996;1173294.6380000003;de
Lauterbrunnen;3822;0;Lauterbrunnen;584;BE;2636016.3049999997;1160272.3029999994;de
Isenfluh;3822;2;Lauterbrunnen;584;BE;2635002.9849999994;1163323.254999999;de
Wengen;3823;0;Lauterbrunnen;584;BE;2636828.563000001;1161886.6229999997;de
Kleine Scheidegg;3823;1;Lauterbrunnen;584;BE;2639998.6099999994;1159446.636;de
Eigergletscher;3823;2;Lauterbrunnen;584;BE;2641027.1380000003;1158323.4549999982;de
Stechelberg;3824;0;Lauterbrunnen;584;BE;2635507.074000001;1155302.4079999998;de
Mürren;3825;0;Lauterbrunnen;584;BE;2634957.3889999986;1156687.4180000015;de
Gimmelwald;3826;0;Lauterbrunnen;584;BE;2634871.6240000017;1155190.3429999985;de
Leissigen;3706;0;Leissigen;585;BE;2625583.4739999995;1167136.1810000017;de
Lütschental;3816;0;Lütschental;586;BE;2639063.1259999983;1165220.4649999999;de
Matten b. Interlaken;3800;3;Matten bei Interlaken;587;BE;2632983.403000001;1169651.1259999983;de
Niederried b. Interlaken;3853;0;Niederried bei Interlaken;588;BE;2637522.6149999984;1174062.800999999;de
Oberried am Brienzersee;3854;0;Oberried am Brienzersee;589;BE;2639595.0489999987;1176438.6460000016;de
Goldswil b. Interlaken;3805;0;Ringgenberg (BE);590;BE;2633779.1840000004;1171802.5229999982;de
Ringgenberg BE;3852;0;Ringgenberg (BE);590;BE;2635017.3850000016;1172284.9560000002;de
Saxeten;3813;0;Saxeten;591;BE;2630042.280000001;1165106.4389999993;de
Schwanden b. Brienz;3855;41;Schwanden bei Brienz;592;BE;2647343.989;1178641.1999999993;de
Unterseen;3800;2;Unterseen;593;BE;2631433.754999999;1170793.364;de
Wilderswil;3812;0;Wilderswil;594;BE;2632972.295000002;1168407.5579999983;de
Arni BE;3508;0;Arni (BE);602;BE;2617472.719999999;1198361.3940000013;de
Biglen;3507;0;Biglen;603;BE;2614487.285;1197670.9739999995;de
Bowil;3533;0;Bowil;605;BE;2619537.397999998;1193578.7049999982;de
Brenzikofen;3671;0;Brenzikofen;606;BE;2613366.715999998;1185013.1229999997;de
Freimettigen;3510;8;Freimettigen;607;BE;2614390.971000001;1190775.1229999997;de
Schlosswil;3082;0;Grosshöchstetten;608;BE;2613185.8630000018;1195301.9530000016;de
Grosshöchstetten;3506;0;Grosshöchstetten;608;BE;2615467.8209999986;1195127.4730000012;de
Häutligen;3510;9;Häutligen;609;BE;2612816.7650000006;1189620.9679999985;de
Herbligen;3671;2;Herbligen;610;BE;2612936.857999999;1186254.1660000011;de
Kiesen;3629;0;Kiesen;611;BE;2610439.2399999984;1185376.0280000009;de
Gysenstein;3503;0;Konolfingen;612;BE;2611900.596000001;1193173.631000001;de
Konolfingen;3510;0;Konolfingen;612;BE;2613784.9250000007;1191909.9279999994;de
Obergoldbach;3434;0;Landiswil;613;BE;2617824.631000001;1201084.6950000003;de
Landiswil;3434;1;Landiswil;613;BE;2618372.795000002;1200838.9310000017;de
Linden;3673;0;Linden;614;BE;2618194.2360000014;1188483.0909999982;de
Mirchel;3532;2;Mirchel;615;BE;2615895.5830000006;1193854.697999999;de
Trimstein;3083;0;Münsingen;616;BE;2610774.072999999;1194966.443;de
Münsingen;3110;0;Münsingen;616;BE;2608899.164999999;1191709.868999999;de
Tägertschi;3111;0;Münsingen;616;BE;2611278.1510000005;1191441.3079999983;de
Niederhünigen;3504;0;Niederhünigen;617;BE;2615083.5009999983;1191877.3740000017;de
Oberdiessbach;3672;0;Oberdiessbach;619;BE;2614122.506000001;1187462.2430000007;de
Aeschlen b. Oberdiessbach;3672;2;Oberdiessbach;619;BE;2615855.046;1187398.6440000013;de
Bleiken b. Oberdiessbach;3674;0;Oberdiessbach;619;BE;2615281.8900000006;1185029.6499999985;de
Oberthal;3531;0;Oberthal;620;BE;2617993.9800000004;1196197.572999999;de
Oppligen;3629;2;Oppligen;622;BE;2611920.2930000015;1185445.6730000004;de
Rubigen;3113;0;Rubigen;623;BE;2608428.848000001;1194095.1609999985;de
Walkringen;3512;0;Walkringen;626;BE;2613413.631000001;1199676.6380000003;de
Bigenthal;3513;0;Walkringen;626;BE;2614065.1460000016;1201637.0009999983;de
